0,00:00,33.4
0,00:10,33.4
0,00:20,33.4
0,00:30,30.9
0,00:40,30.9
0,00:50,30.9
0,01:00,32.8
0,01:10,32.8
0,01:20,32.8
0,01:30,21.5
0,01:40,21.5
0,01:50,21.5
0,02:00,11.0
0,02:10,11.0
0,02:20,11.0
0,02:30,9.0
0,02:40,9.0
0,02:50,9.0
0,03:00,15.6
0,03:10,15.6
0,03:20,15.6
0,03:30,15.7
0,03:40,15.7
0,03:50,15.7
0,04:00,14.5
0,04:10,14.5
0,04:20,14.5
0,04:30,16.6
0,04:40,16.6
0,04:50,16.6
0,05:00,16.6
0,05:10,16.6
0,05:20,16.6
0,05:30,18.7
0,05:40,18.7
0,05:50,18.7
0,06:00,18.6
0,06:10,18.6
0,06:20,18.6
0,06:30,16.4
0,06:40,16.4
0,06:50,16.4
0,07:00,3.8
0,07:10,3.8
0,07:20,3.8
0,07:30,0.7
0,07:40,0.7
0,07:50,0.7
0,08:00,2.5
0,08:10,2.5
0,08:20,2.5
0,08:30,9.8
0,08:40,9.8
0,08:50,9.8
0,09:00,14.6
0,09:10,14.6
0,09:20,14.6
0,09:30,18.0
0,09:40,18.0
0,09:50,18.0
0,10:00,17.8
0,10:10,17.8
0,10:20,17.8
0,10:30,18.4
0,10:40,18.4
0,10:50,18.4
0,11:00,26.3
0,11:10,26.3
0,11:20,26.3
0,11:30,3.3
0,11:40,3.3
0,11:50,3.3
0,12:00,3.0
0,12:10,3.0
0,12:20,3.0
0,12:30,1.2
0,12:40,1.2
0,12:50,1.2
0,13:00,0.0
0,13:10,0.0
0,13:20,0.0
0,13:30,0.0
0,13:40,0.0
0,13:50,0.0
0,14:00,0.1
0,14:10,0.1
0,14:20,0.1
0,14:30,2.2
0,14:40,2.2
0,14:50,2.2
0,15:00,2.3
0,15:10,2.3
0,15:20,2.3
0,15:30,1.7
0,15:40,1.7
0,15:50,1.7
0,16:00,4.9
0,16:10,4.9
0,16:20,4.9
0,16:30,8.3
0,16:40,8.3
0,16:50,8.3
0,17:00,10.8
0,17:10,10.8
0,17:20,10.8
0,17:30,11.7
0,17:40,11.7
0,17:50,11.7
0,18:00,19.3
0,18:10,19.3
0,18:20,19.3
0,18:30,22.4
0,18:40,22.4
0,18:50,22.4
0,19:00,30.3
0,19:10,30.3
0,19:20,30.3
0,19:30,52.1
0,19:40,52.1
0,19:50,52.1
0,20:00,53.3
0,20:10,53.3
0,20:20,53.3
0,20:30,30.6
0,20:40,30.6
0,20:50,30.6
0,21:00,27.5
0,21:10,27.5
0,21:20,27.5
0,21:30,30.3
0,21:40,30.3
0,21:50,30.3
0,22:00,35.9
0,22:10,35.9
0,22:20,35.9
0,22:30,30.1
0,22:40,30.1
0,22:50,30.1
0,23:00,25.4
0,23:10,25.4
0,23:20,25.4
0,23:30,27.1
0,23:40,27.1
0,23:50,27.1
